time_s,coil,emf_mV
1.621100,1,-144.6560
1.622550,2,-128.4060
1.624000,1,-136.0000
1.625450,2,-127.6560
1.626900,1,-127.5620
1.628350,2,-126.1250
1.629800,1,-117.9060
1.631250,2,-124.3120
1.632700,1,-108.6870
1.634150,2,-121.6410
1.635600,1,-98.8590
1.637050,2,-119.2190
1.638500,1,-88.5620
1.639950,2,-116.3280
1.641400,1,-77.9530
1.642850,2,-112.8750
1.644300,1,-67.0940
1.645750,2,-109.8910
1.647200,1,-56.1250
1.648650,2,-105.3120
1.650100,1,-45.5160
1.651550,2,-101.2660
1.653000,1,-33.8910
1.654450,2,-96.5000
1.655900,1,-22.8120
1.657350,2,-91.6410
1.658800,1,-11.4060
1.660250,2,-86.4530
1.661700,1,0.5630
1.663150,2,-80.9370
1.664600,1,11.5470
1.666050,2,-75.4370
1.667500,1,23.4530
1.668950,2,-69.6720
1.670400,1,34.8130
1.671850,2,-63.1250
1.673300,1,46.2190
1.674750,2,-57.3590
1.676200,1,57.2500
1.677650,2,-50.3280
1.679100,1,67.9840
1.680550,2,-43.6560
1.682000,1,79.1880
1.683450,2,-37.1720
1.684900,1,89.5000
1.686350,2,-30.0160
1.687800,1,99.7500
1.689250,2,-23.2030
1.690700,1,109.7340
1.692150,2,-16.6410
1.693600,1,119.5470
1.695050,2,-9.1870
1.696500,1,128.7190
1.697950,2,-2.1870
1.699400,1,137.6250
1.700850,2,5.2810
1.702300,1,145.8280
1.703750,2,12.2660
1.705200,1,153.7190
1.706650,2,19.8590
1.708100,1,161.7190
1.709550,2,25.7190
1.711000,1,168.5780
1.712450,2,33.0780
1.713900,1,175.2030
1.715350,2,40.1560
1.716800,1,181.5160
1.718250,2,46.8440
1.719700,1,186.6090
1.721150,2,53.4220
1.722600,1,191.7660
1.724050,2,60.0470
1.725500,1,196.2030
1.726950,2,66.3130
1.728400,1,199.7970
1.729850,2,72.0630
1.731300,1,203.0940
1.732750,2,78.0630
1.734200,1,205.5630
1.735650,2,83.5630
1.737100,1,207.1720
1.738550,2,88.5470
1.740000,1,208.6720
1.741450,2,93.7030
1.742900,1,209.1410
1.744350,2,98.6720
1.745800,1,209.3280
1.747250,2,102.5630
1.748700,1,209.3750
1.750150,2,106.7500
1.751600,1,207.9220
1.753050,2,110.8750
1.754500,1,205.9220
1.755950,2,114.0000
1.757400,1,203.0470
1.758850,2,117.2810
1.760300,1,200.7500
1.761750,2,120.0940
1.763200,1,196.5310
1.764650,2,122.5310
1.766100,1,192.1560
1.767550,2,124.4380
1.769000,1,187.6880
1.770450,2,126.2190
1.771900,1,181.9840
1.773350,2,127.7500
1.774800,1,175.8130
1.776250,2,128.6090
1.777700,1,169.3590
1.779150,2,128.2190
1.780600,1,162.6410
1.782050,2,129.5630
1.783500,1,155.0160
1.784950,2,128.8440
1.786400,1,147.4060
1.787850,2,128.0470
1.789300,1,138.5310
1.790750,2,126.8910
1.792200,1,129.8440
1.793650,2,125.4220
1.795100,1,120.5630
1.796550,2,123.2500
1.798000,1,110.9380
1.799450,2,121.6090
1.800900,1,101.2340
1.802350,2,119.0940
1.803800,1,90.8440
1.805250,2,116.1090
1.806700,1,80.3910
1.808150,2,112.3440
1.809600,1,69.7190
1.811050,2,108.9690
1.812500,1,58.9690
1.813950,2,104.9060
1.815400,1,47.2970
1.816850,2,100.5940
1.818300,1,36.6880
1.819750,2,96.3130
1.821200,1,25.0780
1.822650,2,91.8590
1.824100,1,13.6410
1.825550,2,86.4840
1.827000,1,2.0940
1.828450,2,80.3910
1.829900,1,-9.2500
1.831350,2,74.8750
1.832800,1,-20.6870
1.834250,2,69.1720
1.835700,1,-32.6250
1.837150,2,63.2030
1.838600,1,-43.2190
1.840050,2,56.9220
1.841500,1,-54.5780
1.842950,2,50.1560
1.844400,1,-65.9530
1.845850,2,43.7500
1.847300,1,-76.3750
1.848750,2,36.6090
1.850200,1,-87.1720
1.851650,2,30.1720
1.853100,1,-97.3440
1.854550,2,23.2190
1.856000,1,-107.3910
1.857450,2,15.2190
1.858900,1,-116.9060
1.860350,2,8.7030
1.861800,1,-126.0940
1.863250,2,1.3440
1.864700,1,-134.7660
1.866150,2,-5.2340
1.867600,1,-143.7500
1.869050,2,-13.0160
1.870500,1,-151.6720
1.871950,2,-19.5780
1.873400,1,-159.4690
1.874850,2,-25.9370
1.876300,1,-166.3120
1.877750,2,-33.2500
1.879200,1,-172.9530
1.880650,2,-40.4690
1.882100,1,-178.8440
1.883550,2,-47.3120
1.885000,1,-184.5000
1.886450,2,-53.4690
1.887900,1,-189.6250
1.889350,2,-60.3440
1.890800,1,-193.9060
1.892250,2,-66.1720
1.893700,1,-197.9840
1.895150,2,-72.7970
1.896600,1,-201.0620
1.898050,2,-78.2810
1.899500,1,-203.8910
1.900950,2,-83.9220
1.902400,1,-205.6410
1.903850,2,-89.1720
1.905300,1,-207.0780
1.906750,2,-94.0470
1.908200,1,-207.5310
1.909650,2,-98.9840
1.911100,1,-207.3120
1.912550,2,-103.3750
1.914000,1,-207.2660
1.915450,2,-107.3280
1.916900,1,-206.3280
1.918350,2,-111.2810
1.919800,1,-204.5470
1.921250,2,-114.7190
1.922700,1,-202.0310
1.924150,2,-118.4690
1.925600,1,-199.1250
1.927050,2,-120.7810
1.928500,1,-195.6410
1.929950,2,-123.2030
1.931400,1,-191.2190
1.932850,2,-125.2190
1.934300,1,-186.1870
1.935750,2,-126.9530
1.937200,1,-180.8440
1.938650,2,-128.0160
1.940100,1,-174.9220
1.941550,2,-129.4220
1.943000,1,-168.5160
1.944450,2,-129.5470
1.945900,1,-161.3590
1.947350,2,-130.0000
1.948800,1,-154.2500
1.950250,2,-129.5620
1.951700,1,-145.8440
1.953150,2,-129.1090
1.954600,1,-137.9690
1.956050,2,-128.0940
1.957500,1,-129.1250
1.958950,2,-126.4530
1.960400,1,-119.8590
1.961850,2,-124.6250
1.963300,1,-110.1870
1.964750,2,-122.1720
1.966200,1,-100.9530
1.967650,2,-119.9690
1.969100,1,-90.1560
1.970550,2,-117.3440
1.972000,1,-79.6870
1.973450,2,-113.7500
1.974900,1,-68.7970
1.976350,2,-109.9370
1.977800,1,-58.1090
1.979250,2,-106.6090
1.980700,1,-46.7340
1.982150,2,-101.9220
1.983600,1,-35.8280
1.985050,2,-97.4840
1.986500,1,-24.3590
1.987950,2,-92.9060
1.989400,1,-12.8910
1.990850,2,-87.3590
1.992300,1,-1.5620
1.993750,2,-82.1870
1.995200,1,9.9530
1.996650,2,-76.0310
1.998100,1,21.9380
1.999550,2,-70.4220
2.001000,1,33.6090
2.002450,2,-64.2190
2.003900,1,43.7970
2.005350,2,-58.2810
2.006800,1,55.7190
2.008250,2,-51.2970
2.009700,1,66.4690
2.011150,2,-45.2970
2.012600,1,77.3130
2.014050,2,-37.8120
2.015500,1,87.8280
2.016950,2,-31.3750
2.018400,1,98.3280
2.019850,2,-24.2500
2.021300,1,107.7810
2.022750,2,-17.7030
2.024200,1,117.7190
2.025650,2,-10.2340
2.027100,1,127.4840
2.028550,2,-3.3750
2.030000,1,136.3750
2.031450,2,4.0780
2.032900,1,144.5160
2.034350,2,11.1720
2.035800,1,152.8590
2.037250,2,17.9380
2.038700,1,160.1090
2.040150,2,25.4530
2.041600,1,167.4220
2.043050,2,32.0940
2.044500,1,174.0780
2.045950,2,38.6410
2.047400,1,180.5310
2.048850,2,46.0000
2.050300,1,185.4530
2.051750,2,52.1560
2.053200,1,190.9840
2.054650,2,59.0470
2.056100,1,195.0940
2.057550,2,64.7190
2.059000,1,199.4060
2.060450,2,71.5160
2.061900,1,202.9530
2.063350,2,76.6250
2.064800,1,205.4840
2.066250,2,82.9220
2.067700,1,207.0470
2.069150,2,88.0470
2.070600,1,208.5630
2.072050,2,92.9220
2.073500,1,209.0310
2.074950,2,97.9060
2.076400,1,209.7340
2.077850,2,101.8280
2.079300,1,208.7810
2.080750,2,106.4530
2.082200,1,207.8280
2.083650,2,109.9530
2.085100,1,205.8280
2.086550,2,113.8280
2.088000,1,204.1880
2.089450,2,117.3910
2.090900,1,201.0000
2.092350,2,120.2500
2.093800,1,197.3910
2.095250,2,122.0470
2.096700,1,193.0160
2.098150,2,124.4380
2.099600,1,188.2030
2.101050,2,126.0310
2.102500,1,182.9220
2.103950,2,127.4060
2.105400,1,177.3910
2.106850,2,128.4220
2.108300,1,170.2970
2.109750,2,129.2810
2.111200,1,163.3590
2.112650,2,128.8750
2.114100,1,156.0630
2.115550,2,128.5940
2.117000,1,148.5780
2.118450,2,127.9530
2.119900,1,140.2660
2.121350,2,127.5470
2.122800,1,131.6250
2.124250,2,125.6410
2.125700,1,122.0940
2.127150,2,123.8280
2.128600,1,112.4380
2.130050,2,122.1720
2.131500,1,102.8280
2.132950,2,118.5470
2.134400,1,92.7190
2.135850,2,116.3590
2.137300,1,81.6720
2.138750,2,113.3750
2.140200,1,71.3280
2.141650,2,109.8590
2.143100,1,60.5470
2.144550,2,105.9840
2.146000,1,49.6090
2.147450,2,101.1560
2.148900,1,37.2660
2.150350,2,96.6880
2.151800,1,26.5780
2.153250,2,91.9220
2.154700,1,15.5000
2.156150,2,86.6250
2.157600,1,3.7810
2.159050,2,81.3280
2.160500,1,-7.7030
2.161950,2,75.5940
2.163400,1,-18.8910
2.164850,2,69.4380
2.166300,1,-30.5310
2.167750,2,63.8910
2.169200,1,-42.1410
2.170650,2,57.6250
2.172100,1,-52.9840
2.173550,2,50.9530
2.175000,1,-63.8910
2.176450,2,44.4840
2.177900,1,-75.3750
2.179350,2,38.0000
2.180800,1,-85.4370
2.182250,2,30.8440
2.183700,1,-96.0310
2.185150,2,24.1560
2.186600,1,-106.0780
2.188050,2,16.6720
2.189500,1,-115.4840
2.190950,2,10.0470
2.192400,1,-125.0940
2.193850,2,2.8280
2.195300,1,-134.0620
2.196750,2,-4.0940
2.198200,1,-143.2190
2.199650,2,-11.2810
2.201100,1,-150.7030
2.202550,2,-18.9060
2.204000,1,-158.2810
2.205450,2,-25.3440
2.206900,1,-165.0940
2.208350,2,-32.9370
2.209800,1,-172.0620
2.211250,2,-39.8440
2.212700,1,-178.5620
2.214150,2,-46.0470
2.215600,1,-183.9530
2.217050,2,-52.6250
2.218500,1,-189.0160
2.219950,2,-59.0470
2.221400,1,-193.4370
2.222850,2,-65.1870
2.224300,1,-197.6090
2.225750,2,-71.6250
2.227200,1,-200.8440
2.228650,2,-77.1410
2.230100,1,-203.4840
2.231550,2,-82.9060
2.233000,1,-205.7030
2.234450,2,-88.6090
2.235900,1,-207.1410
2.237350,2,-93.5780
2.238800,1,-207.5940
2.240250,2,-98.3280
2.241700,1,-208.0780
2.243150,2,-102.5000
2.244600,1,-206.8440
2.246050,2,-106.9370
2.247500,1,-206.2340
2.248950,2,-111.0310
2.250400,1,-204.6870
2.251850,2,-114.4530
2.253300,1,-202.3120
2.254750,2,-117.3590
2.256200,1,-199.8120
2.257650,2,-120.3590
2.259100,1,-195.8440
2.260550,2,-122.9530
2.262000,1,-191.8440
2.263450,2,-125.3590
2.264900,1,-186.7660
2.266350,2,-126.6720
2.267800,1,-181.3120
2.269250,2,-128.0780
2.270700,1,-175.7660
2.272150,2,-129.1250
2.273600,1,-169.6720
2.275050,2,-129.8280
2.276500,1,-162.1870
2.277950,2,-129.8120
2.279400,1,-155.1250
2.280850,2,-129.6870
2.282300,1,-147.7030
2.283750,2,-129.5160
2.285200,1,-139.1250
2.286650,2,-128.1250
2.288100,1,-129.9220
2.289550,2,-126.8120
2.291000,1,-121.2030
2.292450,2,-124.8910
2.293900,1,-111.9370
2.295350,2,-122.7810
2.296800,1,-101.4220
2.298250,2,-120.1250
2.299700,1,-91.7340
2.301150,2,-117.7810
2.302600,1,-80.7660
2.304050,2,-114.5470
2.305500,1,-70.6720
2.306950,2,-110.8910
2.308400,1,-59.8910
2.309850,2,-106.7970
2.311300,1,-48.5000
2.312750,2,-102.6560
2.314200,1,-37.5470
2.315650,2,-97.6090
2.317100,1,-26.4370
2.318550,2,-92.9690
2.320000,1,-14.2030
2.321450,2,-88.3440
2.322900,1,-3.4220
2.324350,2,-82.7340
2.325800,1,8.6880
2.327250,2,-76.9840
2.328700,1,19.8590
2.330150,2,-71.0470
2.331600,1,31.5780
2.333050,2,-65.1720
2.334500,1,42.0940
2.335950,2,-59.3120
2.337400,1,53.8280
2.338850,2,-52.7970
2.340300,1,64.9530
2.341750,2,-45.9060
2.343200,1,75.3130
2.344650,2,-39.3280
2.346100,1,86.1250
2.347550,2,-32.3590
2.349000,1,96.3750
2.350450,2,-25.5310
2.351900,1,107.1090
2.353350,2,-17.8590
2.354800,1,116.3750
2.356250,2,-11.2190
2.357700,1,125.6560
2.359150,2,-4.2500
2.360600,1,134.6250
2.362050,2,2.7810
2.363500,1,143.0470
2.364950,2,10.2660
2.366400,1,151.2030
2.367850,2,17.5310
2.369300,1,159.1720
2.370750,2,24.1880
2.372200,1,166.9690
2.373650,2,31.3590
2.375100,1,173.5780
2.376550,2,38.4530
2.378000,1,179.3910
2.379450,2,44.9530
2.380900,1,185.0310
2.382350,2,51.5310
2.383800,1,190.1880
2.385250,2,57.9060
2.386700,1,195.0470
2.388150,2,64.1410
2.389600,1,198.5470
2.391050,2,69.9060
2.392500,1,202.3910
2.393950,2,76.4220
2.395400,1,204.9840
2.396850,2,82.0630
2.398300,1,207.3130
2.399750,2,87.4690
2.401200,1,208.9060
2.402650,2,92.3590
2.404100,1,209.0470
2.405550,2,96.9380
2.407000,1,209.1090
2.408450,2,101.2340
2.409900,1,209.1720
2.411350,2,105.6560
2.412800,1,208.2030
2.414250,2,109.3440
2.415700,1,206.4380
2.417150,2,112.8750
2.418600,1,204.0780
2.420050,2,116.4060
2.421500,1,201.7030
2.422950,2,119.5940
2.424400,1,197.6410
2.425850,2,121.8280
2.427300,1,193.9060
2.428750,2,124.0780
2.430200,1,188.7030
2.431650,2,125.4840
2.433100,1,184.0000
2.434550,2,127.7030
2.436000,1,178.3440
2.437450,2,127.6880
2.438900,1,171.5940
2.440350,2,129.1880
2.441800,1,164.8280
2.443250,2,128.8750
2.444700,1,157.5310
2.446150,2,129.0310
2.447600,1,149.7340
2.449050,2,128.6880
2.450500,1,141.4220
2.451950,2,126.8910
2.453400,1,132.3910
2.454850,2,126.2660
2.456300,1,123.5160
2.457750,2,124.3130
2.459200,1,114.0630
2.460650,2,122.0780
2.462100,1,104.2500
2.463550,2,119.9530
2.465000,1,94.0000
2.466450,2,116.7030
2.467900,1,83.6880
2.469350,2,113.4530
2.470800,1,72.6880
2.472250,2,110.3750
2.473700,1,62.1250
2.475150,2,106.2810
2.476600,1,50.6560
2.478050,2,102.1720
2.479500,1,40.0780
2.480950,2,97.6560
2.482400,1,28.5940
2.483850,2,93.0630
2.485300,1,17.3440
2.486750,2,88.1410
2.488200,1,5.1410
2.489650,2,82.4060
2.491100,1,-5.9840
2.492550,2,76.8910
2.494000,1,-17.6720
2.495450,2,70.8750
2.496900,1,-28.9220
2.498350,2,64.2340
2.499800,1,-40.4530
2.501250,2,58.4690
2.502700,1,-51.3280
2.504150,2,52.4060
2.505600,1,-62.5310
2.507050,2,45.9380
2.508500,1,-73.5310
2.509950,2,38.2030
2.511400,1,-84.0620
2.512850,2,32.0940
2.514300,1,-93.6250
2.515750,2,24.8590
2.517200,1,-104.0470
2.518650,2,17.5160
2.520100,1,-114.3280
2.521550,2,11.3130
2.523000,1,-123.3440
2.524450,2,4.3130
2.525900,1,-132.5160
2.527350,2,-3.6720
2.528800,1,-140.8910
2.530250,2,-10.1250
2.531700,1,-149.4530
2.533150,2,-17.9220
2.534600,1,-157.3440
2.536050,2,-24.7970
2.537500,1,-164.8440
2.538950,2,-31.7340
2.540400,1,-170.5620
2.541850,2,-38.4060
2.543300,1,-177.7030
2.544750,2,-44.9220
2.546200,1,-182.8910
2.547650,2,-51.6720
2.549100,1,-188.3590
2.550550,2,-58.2340
2.552000,1,-192.6720
2.553450,2,-64.7660
2.554900,1,-196.9370
2.556350,2,-70.6560
2.557800,1,-200.2970
2.559250,2,-75.9840
2.560700,1,-203.5160
2.562150,2,-82.0620
2.563600,1,-205.2500
2.565050,2,-87.9220
2.566500,1,-206.8120
2.567950,2,-92.5160
2.569400,1,-208.0470
2.570850,2,-97.3750
2.572300,1,-207.9840
2.573750,2,-101.9060
2.575200,1,-207.1870
2.576650,2,-106.0470
2.578100,1,-206.9690
2.579550,2,-110.0620
2.581000,1,-205.2970
2.582450,2,-113.6870
2.583900,1,-202.7660
2.585350,2,-116.8440
2.586800,1,-199.7030
2.588250,2,-119.6250
2.589700,1,-196.6090
2.591150,2,-122.4840
2.592600,1,-192.1090
2.594050,2,-123.9220
2.595500,1,-188.2810
2.596950,2,-126.7340
2.598400,1,-182.5620
2.599850,2,-128.1870
2.601300,1,-176.7500
2.602750,2,-129.4530
2.604200,1,-170.5620
2.605650,2,-129.5940
2.607100,1,-163.6410
2.608550,2,-130.1250
2.610000,1,-156.3590
2.611450,2,-129.5160
2.612900,1,-148.6090
2.614350,2,-129.1410
2.615800,1,-140.2500
2.617250,2,-128.2340
2.618700,1,-132.0780
2.620150,2,-126.9840
2.621600,1,-122.8590
2.623050,2,-125.1250
2.624500,1,-112.9840
2.625950,2,-122.8750
2.627400,1,-103.5310
2.628850,2,-120.6410
2.630300,1,-93.3910
2.631750,2,-117.9530
2.633200,1,-82.6720
2.634650,2,-114.8750
2.636100,1,-72.7030
2.637550,2,-111.2500
2.639000,1,-61.4060
2.640450,2,-106.6720
2.641900,1,-50.1720
2.643350,2,-103.6870
2.644800,1,-39.3120
2.646250,2,-99.0620
2.647700,1,-27.4690
2.649150,2,-93.8440
2.650600,1,-16.2500
2.652050,2,-88.9840
2.653500,1,-5.0310
2.654950,2,-83.8910
2.656400,1,6.9530
2.657850,2,-77.9370
2.659300,1,18.0470
2.660750,2,-72.2660
2.662200,1,29.3280
2.663650,2,-65.8590
2.665100,1,41.1250
2.666550,2,-59.7190
2.668000,1,52.2500
2.669450,2,-53.5470
2.670900,1,63.4690
2.672350,2,-46.8440
2.673800,1,73.7810
2.675250,2,-39.9060
2.676700,1,84.2810
2.678150,2,-32.8280
2.679600,1,95.2190
2.681050,2,-26.2340
2.682500,1,105.6880
2.683950,2,-19.7660
2.685400,1,115.3130
2.686850,2,-12.0160
2.688300,1,124.3440
2.689750,2,-5.2970
2.691200,1,133.3590
2.692650,2,1.8280
2.694100,1,142.0470
2.695550,2,9.0000
2.697000,1,150.6560
2.698450,2,16.5000
2.699900,1,158.1720
2.701350,2,23.5160
2.702800,1,165.6250
2.704250,2,30.2810
2.705700,1,172.3750
2.707150,2,36.2340
2.708600,1,178.5160
2.710050,2,43.5630
2.711500,1,184.1880
2.712950,2,49.6880
2.714400,1,189.5000
2.715850,2,56.5940
2.717300,1,194.2500
2.718750,2,63.3280
2.720200,1,197.7500
2.721650,2,69.1560
2.723100,1,201.5780
2.724550,2,75.4690
2.726000,1,204.7030
2.727450,2,80.7500
2.728900,1,206.5780
2.730350,2,86.2660
2.731800,1,208.3130
2.733250,2,90.9530
2.734700,1,209.3280
2.736150,2,96.4380
2.737600,1,209.9060
2.739050,2,100.7500
2.740500,1,209.3130
2.741950,2,104.9840
2.743400,1,208.1560
2.744850,2,108.5160
2.746300,1,206.3130
2.747750,2,112.5310
2.749200,1,204.6560
2.750650,2,116.0940
2.752100,1,202.0160
2.753550,2,118.9530
2.755000,1,198.5780
2.756450,2,121.4690
2.757900,1,194.2500
2.759350,2,123.9060
2.760800,1,190.2030
2.762250,2,125.1720
2.763700,1,184.8910
2.765150,2,126.8590
2.766600,1,178.9060
2.768050,2,128.2190
2.769500,1,172.9220
2.770950,2,128.6410
2.772400,1,165.9690
2.773850,2,129.0160
2.775300,1,158.5160
2.776750,2,128.9530
2.778200,1,150.7810
2.779650,2,128.2970
2.781100,1,142.4690
2.782550,2,127.5780
2.784000,1,134.0000
2.785450,2,126.7810
2.786900,1,124.7810
2.788350,2,124.4530
2.789800,1,115.5160
2.791250,2,122.8440
2.792700,1,105.1410
2.794150,2,120.0310
2.795600,1,95.4060
2.797050,2,117.4840
2.798500,1,85.7810
2.799950,2,114.3440
2.801400,1,74.6250
2.802850,2,110.9060
2.804300,1,63.9530
2.805750,2,106.9840
2.807200,1,52.4060
2.808650,2,102.8750
2.810100,1,41.7500
2.811550,2,98.4690
2.813000,1,30.1410
2.814450,2,93.7340
2.815900,1,18.7970
2.817350,2,88.3440
2.818800,1,7.1560
2.820250,2,83.2660
2.821700,1,-4.4530
2.823150,2,77.1250
2.824600,1,-16.0000
2.826050,2,71.5940
2.827500,1,-26.8440
2.828950,2,65.9380
2.830400,1,-38.2340
2.831850,2,59.6410
2.833300,1,-49.5620
2.834750,2,53.1720
2.836200,1,-60.6410
2.837650,2,46.2500
2.839100,1,-71.8750
2.840550,2,39.6250
2.842000,1,-82.3750
2.843450,2,33.1090
2.844900,1,-92.5940
2.846350,2,26.1090
2.847800,1,-103.0940
2.849250,2,19.2190
2.850700,1,-112.6250
2.852150,2,11.9220
2.853600,1,-122.2190
2.855050,2,5.7030
2.856500,1,-131.2340
2.857950,2,-1.7030
2.859400,1,-140.1870
2.860850,2,-9.1720
2.862300,1,-148.0160
2.863750,2,-16.2190
2.865200,1,-156.3440
2.866650,2,-23.4690
2.868100,1,-163.7340
2.869550,2,-30.2970
2.871000,1,-169.8750
2.872450,2,-37.4220
2.873900,1,-176.6250
2.875350,2,-44.2340
2.876800,1,-182.2500
2.878250,2,-50.7030
2.879700,1,-187.8590
2.881150,2,-57.0000
2.882600,1,-192.2810
2.884050,2,-63.4530
2.885500,1,-196.2660
2.886950,2,-69.1560
2.888400,1,-199.8120
2.889850,2,-75.1250
2.891300,1,-203.0310
2.892750,2,-80.8750
2.894200,1,-205.0470
2.895650,2,-86.7810
2.897100,1,-206.8120
2.898550,2,-91.8280
2.900000,1,-207.3280
2.901450,2,-96.7500
2.902900,1,-208.1090
2.904350,2,-101.3440
2.905800,1,-207.7970
2.907250,2,-106.0160
2.908700,1,-206.7660
2.910150,2,-109.8590
2.911600,1,-205.1720
2.913050,2,-113.1870
2.914500,1,-203.0470
2.915950,2,-116.9370
2.917400,1,-200.4370
2.918850,2,-119.8120
2.920300,1,-197.1560
2.921750,2,-122.4370
2.923200,1,-192.8750
2.924650,2,-124.7190
2.926100,1,-188.7340
2.927550,2,-126.2810
2.929000,1,-183.0780
2.930450,2,-127.8440
2.931900,1,-177.7500
2.933350,2,-128.7660
2.934800,1,-171.6560
2.936250,2,-129.5160
2.937700,1,-164.7970
2.939150,2,-130.0160
2.940600,1,-157.9220
2.942050,2,-129.3280
2.943500,1,-149.5160
2.944950,2,-128.9370
2.946400,1,-141.5620
2.947850,2,-128.3910
2.949300,1,-133.3120
2.950750,2,-126.8440
2.952200,1,-123.7970
2.953650,2,-125.3440
2.955100,1,-114.5160
2.956550,2,-123.5780
2.958000,1,-104.7190
2.959450,2,-121.4220
2.960900,1,-94.7500
2.962350,2,-119.0310
2.963800,1,-83.9690
2.965250,2,-115.0000
2.966700,1,-73.6410
2.968150,2,-111.8590
2.969600,1,-63.0310
2.971050,2,-108.1410
2.972500,1,-51.9530
2.973950,2,-103.5940
2.975400,1,-40.7500
2.976850,2,-99.0000
2.978300,1,-29.6560
2.979750,2,-94.7190
2.981200,1,-18.0620
2.982650,2,-89.7500
2.984100,1,-6.5780
2.985550,2,-84.0310
2.987000,1,5.0780
2.988450,2,-78.7190
2.989900,1,16.1090
2.991350,2,-73.1090
2.992800,1,27.6250
2.994250,2,-66.7500
2.995700,1,39.1410
2.997150,2,-61.0940
2.998600,1,50.5780
3.000050,2,-54.5000
3.001500,1,61.5780
3.002950,2,-48.0470
3.004400,1,72.3590
3.005850,2,-41.1560
3.007300,1,83.1250
3.008750,2,-34.3440
3.010200,1,93.4530
3.011650,2,-27.2500
3.013100,1,103.6410
3.014550,2,-20.3120
3.016000,1,113.5000
3.017450,2,-13.3120
3.018900,1,123.5310
3.020350,2,-6.1250
3.021800,1,132.4530
3.023250,2,0.2030
3.024700,1,140.6250
3.026150,2,7.9060
3.027600,1,149.0630
3.029050,2,15.0310
3.030500,1,156.9380
3.031950,2,22.4690
3.033400,1,164.1880
3.034850,2,29.3440
3.036300,1,170.9690
3.037750,2,35.6880
3.039200,1,177.3910
3.040650,2,42.6560
3.042100,1,183.0630
3.043550,2,49.4220
3.045000,1,188.4530
3.046450,2,55.7970
3.047900,1,193.0310
3.049350,2,62.7810
3.050800,1,197.7190
3.052250,2,68.6090
3.053700,1,201.0470
3.055150,2,74.0780
3.056600,1,204.1720
3.058050,2,79.5940
3.059500,1,206.6090
3.060950,2,85.5470
3.062400,1,208.1720
3.063850,2,90.6090
3.065300,1,209.1560
3.066750,2,95.6880
3.068200,1,209.7030
3.069650,2,100.1410
3.071100,1,209.6410
3.072550,2,104.4840
3.074000,1,209.0630
3.075450,2,108.5780
3.076900,1,207.0310
3.078350,2,112.3130
3.079800,1,204.8590
3.081250,2,115.4220
3.082700,1,202.1250
3.084150,2,118.3440
3.085600,1,198.8910
3.087050,2,121.5000
3.088500,1,194.7500
3.089950,2,123.2970
3.091400,1,190.3440
3.092850,2,125.4380
3.094300,1,185.0630
3.095750,2,127.2970
3.097200,1,180.0160
3.098650,2,128.0160
3.100100,1,173.5160
3.101550,2,128.8440
3.103000,1,166.5780
3.104450,2,128.8590
3.105900,1,160.0160
3.107350,2,129.2500
3.108800,1,151.9220
3.110250,2,128.7500
3.111700,1,143.4690
3.113150,2,127.4530
3.114600,1,135.4530
3.116050,2,126.8280
3.117500,1,126.5160
3.118950,2,125.4380
3.120400,1,116.9840
3.121850,2,123.0780
3.123300,1,107.2660
3.124750,2,120.6560
3.126200,1,97.0310
3.127650,2,117.7190
3.129100,1,86.5160
3.130550,2,114.2030
3.132000,1,76.2190
3.133450,2,111.2810
3.134900,1,65.5940
3.136350,2,107.3910
3.137800,1,54.3750
3.139250,2,103.5470
3.140700,1,43.0470
3.142150,2,99.1250
3.143600,1,32.1250
3.145050,2,94.2190
3.146500,1,20.4060
3.147950,2,88.7970
3.149400,1,8.6880
3.150850,2,83.7970
3.152300,1,-2.7500
3.153750,2,78.2340
3.155200,1,-13.5940
3.156650,2,72.6880
3.158100,1,-25.5940
3.159550,2,66.6720
3.161000,1,-36.8590
3.162450,2,60.2970
3.163900,1,-47.8750
3.165350,2,54.0780
3.166800,1,-59.0310
3.168250,2,47.2660
3.169700,1,-69.9060
3.171150,2,40.9380
3.172600,1,-80.8750
3.174050,2,33.7340
3.175500,1,-91.2970
3.176950,2,26.9220
3.178400,1,-101.0940
3.179850,2,20.6880
3.181300,1,-111.3910
3.182750,2,13.3750
3.184200,1,-120.5780
3.185650,2,6.0940
3.187100,1,-130.0310
3.188550,2,-1.0160
3.190000,1,-138.9370
3.191450,2,-7.8440
3.192900,1,-146.8910
3.194350,2,-15.2340
3.195800,1,-155.0780
3.197250,2,-21.8910
3.198700,1,-162.4530
3.200150,2,-29.3280
3.201600,1,-169.2810
3.203050,2,-36.3120
3.204500,1,-175.8910
3.205950,2,-42.9530
3.207400,1,-181.7030
3.208850,2,-49.7500
3.210300,1,-187.0470
3.211750,2,-56.6250
3.213200,1,-191.6090
3.214650,2,-62.6560
3.216100,1,-195.2970
3.217550,2,-68.7340
3.219000,1,-199.4690
3.220450,2,-74.6250
3.221900,1,-202.1090
3.223350,2,-80.4530
3.224800,1,-204.4840
3.226250,2,-85.7340
3.227700,1,-206.4690
3.229150,2,-90.7190
3.230600,1,-207.2340
3.232050,2,-96.2030
3.233500,1,-208.0000
3.234950,2,-101.0000
3.236400,1,-207.8120
3.237850,2,-105.4840
3.239300,1,-207.2340
3.240750,2,-109.5160
3.242200,1,-205.7190
